DXEF,DXCD,DXAB,市板,样本,→ZE>0,→ZE>0+ZC>0,→ZE>0+ZC>0+ZA>0,下日DSHR>0,下日DSHR>1,下日DSHR>2,均HR,中位HR
嘘,忐,忐,Qic,3840,77.0,73.9,73.8,83.4,59.3,35.0,2.0,1.25
嘘,忐,忐,Qimit,3840,77.0,73.9,73.8,86.7,63.6,40.0,2.0,1.25
嘘,忐,忐,Qin,3840,77.0,73.9,73.8,86.7,62.0,40.5,2.0,1.25
嘘,忐,忠,全量,138,32.6,32.6,32.6,78.3,42.8,30.4,1.81,0.82
嘘,忐,忠,Qd,138,32.6,32.6,32.6,70.6,5.9,0.0,1.81,0.82
嘘,忐,忠,Qe,138,32.6,32.6,32.6,83.3,50.0,33.3,1.81,0.82
嘘,忐,忠,Qif,138,32.6,32.6,32.6,88.9,33.3,11.1,1.81,0.82
嘘,忐,忠,Qic,138,32.6,32.6,32.6,72.2,61.1,38.9,1.81,0.82
嘘,忐,忠,Qimit,138,32.6,32.6,32.6,78.5,44.6,35.4,1.81,0.82
嘘,忐,忠,Qin,138,32.6,32.6,32.6,82.6,52.2,39.1,1.81,0.82
嘘,忐,忑,全量,257,23.7,23.3,22.6,85.2,58.4,35.4,1.76,1.33
嘘,忐,忑,Qd,257,23.7,23.3,22.6,70.0,20.0,10.0,1.76,1.33
嘘,忐,忑,Qe,257,23.7,23.3,22.6,55.6,22.2,11.1,1.76,1.33
嘘,忐,忑,Qif,257,23.7,23.3,22.6,85.2,63.0,40.7,1.76,1.33
嘘,忐,忑,Qic,257,23.7,23.3,22.6,88.2,67.6,44.1,1.76,1.33
嘘,忐,忑,Qimit,257,23.7,23.3,22.6,88.3,61.7,40.0,1.76,1.33
嘘,忐,忑,Qin,257,23.7,23.3,22.6,89.6,62.5,29.2,1.76,1.33
嘘,忠,上,全量,106168,35.4,34.1,33.9,86.8,56.1,32.9,1.87,1.21
嘘,忠,上,Qd,106168,35.4,34.1,33.9,87.2,34.0,10.0,1.87,1.21
嘘,忠,上,Qe,106168,35.4,34.1,33.9,82.3,35.0,11.2,1.87,1.21
嘘,忠,上,Qif,106168,35.4,34.1,33.9,84.8,56.0,33.1,1.87,1.21
嘘,忠,上,Qic,106168,35.4,34.1,33.9,86.8,60.6,37.8,1.87,1.21
嘘,忠,上,Qimit,106168,35.4,34.1,33.9,87.0,60.4,37.4,1.87,1.21
嘘,忠,上,Qin,106168,35.4,34.1,33.9,88.0,60.7,37.3,1.87,1.21
嘘,忠,中,全量,16759,13.5,13.2,11.1,87.8,56.6,33.2,1.82,1.22
嘘,忠,中,Qd,16759,13.5,13.2,11.1,90.2,42.0,19.5,1.82,1.22
嘘,忠,中,Qe,16759,13.5,13.2,11.1,82.4,26.9,8.0,1.82,1.22
嘘,忠,中,Qif,16759,13.5,13.2,11.1,85.4,56.3,33.2,1.82,1.22
嘘,忠,中,Qic,16759,13.5,13.2,11.1,86.7,59.6,37.0,1.82,1.22
嘘,忠,中,Qimit,16759,13.5,13.2,11.1,88.7,61.0,37.2,1.82,1.22
嘘,忠,中,Qin,16759,13.5,13.2,11.1,87.6,60.7,36.3,1.82,1.22
嘘,忠,下,全量,6777,8.6,8.5,7.0,86.9,56.2,32.8,1.81,1.2
嘘,忠,下,Qd,6777,8.6,8.5,7.0,90.6,39.6,25.1,1.81,1.2
嘘,忠,下,Qe,6777,8.6,8.5,7.0,80.0,27.1,8.6,1.81,1.2
嘘,忠,下,Qif,6777,8.6,8.5,7.0,86.1,49.6,25.1,1.81,1.2
嘘,忠,下,Qic,6777,8.6,8.5,7.0,84.2,59.6,35.5,1.81,1.2
嘘,忠,下,Qimit,6777,8.6,8.5,7.0,87.7,62.1,36.8,1.81,1.2
嘘,忠,下,Qin,6777,8.6,8.5,7.0,86.9,59.9,35.7,1.81,1.2
嘘,忠,忐,全量,10625,49.7,46.7,46.7,85.4,55.4,33.2,1.9,1.19
嘘,忠,忐,Qd,10625,49.7,46.7,46.7,85.7,31.0,9.9,1.9,1.19
嘘,忠,忐,Qe,10625,49.7,46.7,46.7,75.6,33.4,12.3,1.9,1.19
嘘,忠,忐,Qif,10625,49.7,46.7,46.7,82.4,52.4,32.2,1.9,1.19
嘘,忠,忐,Qic,10625,49.7,46.7,46.7,87.7,61.9,37.9,1.9,1.19
嘘,忠,忐,Qimit,10625,49.7,46.7,46.7,86.5,60.2,37.9,1.9,1.19
嘘,忠,忐,Qin,10625,49.7,46.7,46.7,86.6,63.0,40.1,1.9,1.19
嘘,忠,忠,全量,422,25.1,24.4,24.4,82.9,51.7,30.1,1.6,1.03
嘘,忠,忠,Qd,422,25.1,24.4,24.4,63.6,31.8,13.6,1.6,1.03
嘘,忠,忠,Qe,422,25.1,24.4,24.4,76.8,26.8,5.4,1.6,1.03
嘘,忠,忠,Qif,422,25.1,24.4,24.4,83.3,53.3,33.3,1.6,1.03
嘘,忠,忠,Qic,422,25.1,24.4,24.4,76.9,48.7,30.8,1.6,1.03
嘘,忠,忠,Qimit,422,25.1,24.4,24.4,87.5,59.9,37.0,1.6,1.03
嘘,忠,忠,Qin,422,25.1,24.4,24.4,91.8,63.9,41.0,1.6,1.03
嘘,忠,忑,全量,940,12.8,12.4,11.8,85.9,53.8,31.3,1.69,1.18
嘘,忠,忑,Qd,940,12.8,12.4,11.8,73.6,20.7,3.4,1.69,1.18
嘘,忠,忑,Qe,940,12.8,12.4,11.8,89.2,56.8,29.7,1.69,1.18
嘘,忠,忑,Qif,940,12.8,12.4,11.8,83.1,59.2,45.1,1.69,1.18
嘘,忠,忑,Qic,940,12.8,12.4,11.8,85.7,51.0,29.6,1.69,1.18
嘘,忠,忑,Qimit,940,12.8,12.4,11.8,86.8,58.9,35.4,1.69,1.18
嘘,忠,忑,Qin,940,12.8,12.4,11.8,90.0,55.3,29.4,1.69,1.18
嘘,忑,上,全量,45657,21.7,14.4,14.4,85.9,55.0,32.3,1.78,1.17
嘘,忑,上,Qd,45657,21.7,14.4,14.4,84.7,35.9,14.5,1.78,1.17
嘘,忑,上,Qe,45657,21.7,14.4,14.4,80.8,29.4,10.6,1.78,1.17
嘘,忑,上,Qif,45657,21.7,14.4,14.4,82.4,54.4,31.8,1.78,1.17
嘘,忑,上,Qic,45657,21.7,14.4,14.4,85.9,59.9,35.9,1.78,1.17
嘘,忑,上,Qimit,45657,21.7,14.4,14.4,86.7,59.3,36.6,1.78,1.17
嘘,忑,上,Qin,45657,21.7,14.4,14.4,87.5,59.4,35.8,1.78,1.17
嘘,忑,中,全量,10794,10.0,7.4,7.3,86.3,54.4,30.2,1.7,1.14
嘘,忑,中,Qd,10794,10.0,7.4,7.3,85.1,29.5,8.5,1.7,1.14
嘘,忑,中,Qe,10794,10.0,7.4,7.3,83.8,33.8,11.1,1.7,1.14
嘘,忑,中,Qif,10794,10.0,7.4,7.3,84.3,55.1,31.2,1.7,1.14
嘘,忑,中,Qic,10794,10.0,7.4,7.3,86.3,58.4,32.9,1.7,1.14
嘘,忑,中,Qimit,10794,10.0,7.4,7.3,87.3,59.0,34.4,1.7,1.14
嘘,忑,中,Qin,10794,10.0,7.4,7.3,85.7,57.1,32.5,1.7,1.14
嘘,忑,下,全量,34421,5.7,4.3,3.9,86.0,55.2,30.6,1.67,1.16
嘘,忑,下,Qd,34421,5.7,4.3,3.9,86.8,32.9,11.3,1.67,1.16
嘘,忑,下,Qe,34421,5.7,4.3,3.9,81.3,30.5,8.7,1.67,1.16
嘘,忑,下,Qif,34421,5.7,4.3,3.9,83.1,54.4,29.8,1.67,1.16
嘘,忑,下,Qic,34421,5.7,4.3,3.9,86.5,58.7,34.2,1.67,1.16
嘘,忑,下,Qimit,34421,5.7,4.3,3.9,86.4,60.1,34.9,1.67,1.16
嘘,忑,下,Qin,34421,5.7,4.3,3.9,87.0,60.0,34.3,1.67,1.16
嘘,忑,忐,全量,88045,26.2,13.7,13.7,84.8,54.4,32.9,1.84,1.16
嘘,忑,忐,Qd,88045,26.2,13.7,13.7,82.4,32.4,12.9,1.84,1.16
嘘,忑,忐,Qe,88045,26.2,13.7,13.7,77.4,30.7,12.1,1.84,1.16
嘘,忑,忐,Qif,88045,26.2,13.7,13.7,82.7,54.7,33.6,1.84,1.16
嘘,忑,忐,Qic,88045,26.2,13.7,13.7,84.7,58.4,36.5,1.84,1.16
嘘,忑,忐,Qimit,88045,26.2,13.7,13.7,85.6,58.5,36.8,1.84,1.16
嘘,忑,忐,Qin,88045,26.2,13.7,13.7,86.9,60.0,37.3,1.84,1.16
嘘,忑,忠,全量,137524,9.2,3.0,3.0,84.1,53.2,31.6,1.78,1.11
嘘,忑,忠,Qd,137524,9.2,3.0,3.0,81.6,37.5,18.0,1.78,1.11
嘘,忑,忠,Qe,137524,9.2,3.0,3.0,77.1,28.8,11.3,1.78,1.11
嘘,忑,忠,Qif,137524,9.2,3.0,3.0,81.5,53.4,32.3,1.78,1.11
嘘,忑,忠,Qic,137524,9.2,3.0,3.0,84.4,57.3,35.3,1.78,1.11
嘘,忑,忠,Qimit,137524,9.2,3.0,3.0,85.3,57.1,34.8,1.78,1.11
嘘,忑,忠,Qin,137524,9.2,3.0,3.0,85.7,58.2,35.6,1.78,1.11
嘘,忑,忑,全量,569447,1.8,0.8,0.8,86.1,57.4,33.6,1.82,1.26
嘘,忑,忑,Qd,569447,1.8,0.8,0.8,83.1,41.3,18.2,1.82,1.26
嘘,忑,忑,Qe,569447,1.8,0.8,0.8,81.3,38.7,16.2,1.82,1.26
嘘,忑,忑,Qif,569447,1.8,0.8,0.8,84.0,56.0,33.3,1.82,1.26
嘘,忑,忑,Qic,569447,1.8,0.8,0.8,86.0,59.6,35.8,1.82,1.26
嘘,忑,忑,Qimit,569447,1.8,0.8,0.8,87.1,60.6,36.5,1.82,1.26
嘘,忑,忑,Qin,569447,1.8,0.8,0.8,87.1,60.8,36.9,1.82,1.26
唏,上,上,全量,543133,98.3,97.2,80.8,84.4,56.1,34.8,2.0,1.22
唏,上,上,Qd,543133,98.3,97.2,80.8,86.2,32.9,11.7,2.0,1.22
唏,上,上,Qe,543133,98.3,97.2,80.8,78.8,34.2,13.6,2.0,1.22
唏,上,上,Qif,543133,98.3,97.2,80.8,82.3,56.2,34.6,2.0,1.22
唏,上,上,Qic,543133,98.3,97.2,80.8,83.9,58.9,37.0,2.0,1.22
唏,上,上,Qimit,543133,98.3,97.2,80.8,84.7,60.4,39.3,2.0,1.22
唏,上,上,Qin,543133,98.3,97.2,80.8,85.3,60.5,39.0,2.0,1.22
唏,上,中,全量,126984,90.5,87.5,30.0,87.2,58.2,33.2,1.82,1.27
唏,上,中,Qd,126984,90.5,87.5,30.0,86.8,33.9,11.0,1.82,1.27
唏,上,中,Qe,126984,90.5,87.5,30.0,80.7,34.5,11.2,1.82,1.27
唏,上,中,Qif,126984,90.5,87.5,30.0,85.1,56.3,31.3,1.82,1.27
唏,上,中,Qic,126984,90.5,87.5,30.0,86.6,59.9,34.8,1.82,1.27
唏,上,中,Qimit,126984,90.5,87.5,30.0,87.9,62.6,37.2,1.82,1.27
唏,上,中,Qin,126984,90.5,87.5,30.0,88.1,62.4,37.1,1.82,1.27
唏,上,下,全量,86920,75.4,62.8,16.4,87.1,57.2,30.9,1.71,1.21
唏,上,下,Qd,86920,75.4,62.8,16.4,86.5,30.4,9.1,1.71,1.21
唏,上,下,Qe,86920,75.4,62.8,16.4,80.7,35.0,13.2,1.71,1.21
唏,上,下,Qif,86920,75.4,62.8,16.4,84.9,54.2,27.7,1.71,1.21
唏,上,下,Qic,86920,75.4,62.8,16.4,86.3,58.8,31.8,1.71,1.21
唏,上,下,Qimit,86920,75.4,62.8,16.4,87.9,61.9,35.0,1.71,1.21
唏,上,下,Qin,86920,75.4,62.8,16.4,88.2,62.4,35.2,1.71,1.21
唏,上,忐,全量,30643,95.3,84.9,79.6,84.4,53.6,31.3,1.76,1.12
唏,上,忐,Qd,30643,95.3,84.9,79.6,82.5,22.7,6.6,1.76,1.12
唏,上,忐,Qe,30643,95.3,84.9,79.6,73.9,26.4,7.5,1.76,1.12
唏,上,忐,Qif,30643,95.3,84.9,79.6,82.7,54.5,31.7,1.76,1.12
唏,上,忐,Qic,30643,95.3,84.9,79.6,84.3,57.1,33.1,1.76,1.12
唏,上,忐,Qimit,30643,95.3,84.9,79.6,85.5,59.4,36.5,1.76,1.12
唏,上,忐,Qin,30643,95.3,84.9,79.6,85.7,59.4,35.8,1.76,1.12
唏,上,忠,全量,10147,91.0,72.7,63.4,83.4,53.2,29.9,1.66,1.1
唏,上,忠,Qd,10147,91.0,72.7,63.4,82.1,33.2,8.9,1.66,1.1
唏,上,忠,Qe,10147,91.0,72.7,63.4,73.6,29.7,5.0,1.66,1.1
唏,上,忠,Qif,10147,91.0,72.7,63.4,79.6,51.8,29.8,1.66,1.1
唏,上,忠,Qic,10147,91.0,72.7,63.4,80.3,55.7,33.8,1.66,1.1
唏,上,忠,Qimit,10147,91.0,72.7,63.4,85.1,57.8,34.2,1.66,1.1
唏,上,忠,Qin,10147,91.0,72.7,63.4,85.8,59.1,36.1,1.66,1.1
唏,上,忑,全量,34261,81.2,61.1,30.3,85.7,53.7,29.3,1.63,1.11
唏,上,忑,Qd,34261,81.2,61.1,30.3,84.1,32.5,9.3,1.63,1.11
唏,上,忑,Qe,34261,81.2,61.1,30.3,80.7,35.6,11.9,1.63,1.11
唏,上,忑,Qif,34261,81.2,61.1,30.3,81.9,51.1,26.9,1.63,1.11
唏,上,忑,Qic,34261,81.2,61.1,30.3,84.5,55.4,29.9,1.63,1.11
唏,上,忑,Qimit,34261,81.2,61.1,30.3,86.5,58.1,34.1,1.63,1.11
唏,上,忑,Qin,34261,81.2,61.1,30.3,87.4,59.0,33.5,1.63,1.11
唏,中,上,全量,986,88.7,36.3,36.3,71.6,41.5,19.2,1.16,0.72
唏,中,上,Qd,986,88.7,36.3,36.3,85.4,24.0,5.2,1.16,0.72
唏,中,上,Qe,986,88.7,36.3,36.3,37.6,14.9,4.5,1.16,0.72
唏,中,上,Qif,986,88.7,36.3,36.3,82.4,35.3,21.6,1.16,0.72
唏,中,上,Qic,986,88.7,36.3,36.3,75.6,63.4,31.7,1.16,0.72
唏,中,上,Qimit,986,88.7,36.3,36.3,78.6,50.4,24.9,1.16,0.72
唏,中,上,Qin,986,88.7,36.3,36.3,82.6,53.7,24.7,1.16,0.72
唏,中,中,全量,398,79.1,30.2,28.6,79.1,43.5,21.9,1.22,0.85
唏,中,中,Qd,398,79.1,30.2,28.6,86.0,30.2,9.3,1.22,0.85
唏,中,中,Qe,398,79.1,30.2,28.6,34.8,15.2,8.7,1.22,0.85
唏,中,中,Qif,398,79.1,30.2,28.6,73.9,34.8,13.0,1.22,0.85
唏,中,中,Qic,398,79.1,30.2,28.6,88.6,42.9,31.4,1.22,0.85
唏,中,中,Qimit,398,79.1,30.2,28.6,83.9,54.8,29.0,1.22,0.85
唏,中,中,Qin,398,79.1,30.2,28.6,87.5,46.9,20.8,1.22,0.85
唏,中,下,全量,13529,54.6,19.2,9.4,85.8,54.3,28.6,1.6,1.12
唏,中,下,Qd,13529,54.6,19.2,9.4,88.1,22.7,5.5,1.6,1.12
唏,中,下,Qe,13529,54.6,19.2,9.4,70.7,26.3,8.3,1.6,1.12
唏,中,下,Qif,13529,54.6,19.2,9.4,83.2,49.3,23.8,1.6,1.12
唏,中,下,Qic,13529,54.6,19.2,9.4,85.1,54.2,29.1,1.6,1.12
唏,中,下,Qimit,13529,54.6,19.2,9.4,87.4,60.6,33.8,1.6,1.12
唏,中,下,Qin,13529,54.6,19.2,9.4,87.0,59.9,31.6,1.6,1.12
唏,中,忐,全量,5058,92.2,47.6,47.6,82.9,50.4,28.3,1.63,1.0
唏,中,忐,Qd,5058,92.2,47.6,47.6,85.0,25.5,7.0,1.63,1.0
唏,中,忐,Qe,5058,92.2,47.6,47.6,78.2,30.4,8.0,1.63,1.0
唏,中,忐,Qif,5058,92.2,47.6,47.6,74.9,43.2,21.6,1.63,1.0
唏,中,忐,Qic,5058,92.2,47.6,47.6,82.6,53.7,30.1,1.63,1.0
唏,中,忐,Qimit,5058,92.2,47.6,47.6,83.6,54.8,33.1,1.63,1.0
唏,中,忐,Qin,5058,92.2,47.6,47.6,84.4,56.6,33.0,1.63,1.0
唏,中,忠,全量,14220,86.9,33.5,33.5,81.9,48.9,26.8,1.52,0.96
唏,中,忠,Qd,14220,86.9,33.5,33.5,81.1,21.8,4.7,1.52,0.96
唏,中,忠,Qe,14220,86.9,33.5,33.5,72.3,25.3,7.7,1.52,0.96
唏,中,忠,Qif,14220,86.9,33.5,33.5,76.9,47.3,26.2,1.52,0.96
唏,中,忠,Qic,14220,86.9,33.5,33.5,80.0,51.1,28.4,1.52,0.96
唏,中,忠,Qimit,14220,86.9,33.5,33.5,83.5,54.4,31.6,1.52,0.96
唏,中,忠,Qin,14220,86.9,33.5,33.5,83.7,54.3,30.4,1.52,0.96
唏,中,忑,全量,97883,68.9,18.1,13.3,86.3,54.6,28.6,1.59,1.13
唏,中,忑,Qd,97883,68.9,18.1,13.3,85.3,30.8,8.5,1.59,1.13
唏,中,忑,Qe,97883,68.9,18.1,13.3,81.0,34.7,12.2,1.59,1.13
唏,中,忑,Qif,97883,68.9,18.1,13.3,84.0,53.2,27.4,1.59,1.13
唏,中,忑,Qic,97883,68.9,18.1,13.3,85.8,57.0,30.2,1.59,1.13
唏,中,忑,Qimit,97883,68.9,18.1,13.3,87.4,59.6,32.8,1.59,1.13
唏,中,忑,Qin,97883,68.9,18.1,13.3,86.8,59.1,32.8,1.59,1.13
唏,下,上,全量,392,73.7,29.3,29.3,83.7,43.6,23.5,1.44,0.81
唏,下,上,Qd,392,73.7,29.3,29.3,91.4,25.7,8.6,1.44,0.81
唏,下,上,Qe,392,73.7,29.3,29.3,80.2,15.4,3.3,1.44,0.81
唏,下,上,Qif,392,73.7,29.3,29.3,71.4,42.9,28.6,1.44,0.81
唏,下,上,Qic,392,73.7,29.3,29.3,83.3,56.7,33.3,1.44,0.81
唏,下,上,Qimit,392,73.7,29.3,29.3,81.4,56.6,33.8,1.44,0.81
唏,下,上,Qin,392,73.7,29.3,29.3,89.3,54.8,29.8,1.44,0.81
唏,下,中,全量,201,68.7,26.4,25.9,82.1,51.7,25.9,1.42,1.01
唏,下,中,Qd,201,68.7,26.4,25.9,89.7,31.0,20.7,1.42,1.01
唏,下,中,Qe,201,68.7,26.4,25.9,71.4,28.6,3.6,1.42,1.01
唏,下,中,Qif,201,68.7,26.4,25.9,80.0,60.0,40.0,1.42,1.01
唏,下,中,Qic,201,68.7,26.4,25.9,90.0,60.0,40.0,1.42,1.01
唏,下,中,Qimit,201,68.7,26.4,25.9,83.1,63.4,29.6,1.42,1.01
唏,下,中,Qin,201,68.7,26.4,25.9,79.2,56.2,29.2,1.42,1.01
唏,下,下,全量,4700,25.6,10.0,7.6,85.4,53.6,28.7,1.61,1.1
唏,下,下,Qd,4700,25.6,10.0,7.6,87.2,31.2,13.0,1.61,1.1
唏,下,下,Qe,4700,25.6,10.0,7.6,69.2,24.8,7.8,1.61,1.1
唏,下,下,Qif,4700,25.6,10.0,7.6,86.7,52.5,26.7,1.61,1.1
唏,下,下,Qic,4700,25.6,10.0,7.6,86.7,56.7,27.9,1.61,1.1
唏,下,下,Qimit,4700,25.6,10.0,7.6,86.3,58.5,32.9,1.61,1.1
唏,下,下,Qin,4700,25.6,10.0,7.6,88.7,61.9,34.5,1.61,1.1
唏,下,忐,全量,1980,81.0,27.2,27.2,81.1,46.9,24.1,1.5,0.9
唏,下,忐,Qd,1980,81.0,27.2,27.2,84.9,24.0,10.1,1.5,0.9
唏,下,忐,Qe,1980,81.0,27.2,27.2,69.3,22.2,3.3,1.5,0.9
唏,下,忐,Qif,1980,81.0,27.2,27.2,75.0,45.5,20.5,1.5,0.9
唏,下,忐,Qic,1980,81.0,27.2,27.2,79.4,51.6,23.2,1.5,0.9
唏,下,忐,Qimit,1980,81.0,27.2,27.2,81.6,52.5,30.6,1.5,0.9
唏,下,忐,Qin,1980,81.0,27.2,27.2,84.8,51.7,25.0,1.5,0.9
唏,下,忠,全量,10298,63.0,11.9,11.9,83.0,49.4,26.2,1.51,0.98
唏,下,忠,Qd,10298,63.0,11.9,11.9,86.1,27.2,7.5,1.51,0.98
唏,下,忠,Qe,10298,63.0,11.9,11.9,76.6,27.7,6.7,1.51,0.98
唏,下,忠,Qif,10298,63.0,11.9,11.9,76.5,45.0,19.0,1.51,0.98
唏,下,忠,Qic,10298,63.0,11.9,11.9,79.6,48.3,28.0,1.51,0.98
唏,下,忠,Qimit,10298,63.0,11.9,11.9,83.9,55.2,30.7,1.51,0.98
唏,下,忠,Qin,10298,63.0,11.9,11.9,84.5,54.3,31.0,1.51,0.98
唏,下,忑,全量,142731,21.0,2.5,2.4,86.5,54.5,27.9,1.56,1.12
唏,下,忑,Qd,142731,21.0,2.5,2.4,85.9,29.5,7.1,1.56,1.12
唏,下,忑,Qe,142731,21.0,2.5,2.4,78.1,30.4,9.3,1.56,1.12
唏,下,忑,Qif,142731,21.0,2.5,2.4,83.9,50.2,24.7,1.56,1.12
唏,下,忑,Qic,142731,21.0,2.5,2.4,86.1,55.4,27.9,1.56,1.12
唏,下,忑,Qimit,142731,21.0,2.5,2.4,87.6,59.6,31.9,1.56,1.12
唏,下,忑,Qin,142731,21.0,2.5,2.4,87.3,60.0,32.9,1.56,1.12
唏,忐,上,全量,78516,92.9,92.4,84.1,83.0,56.2,36.0,2.36,1.24
唏,忐,上,Qd,78516,92.9,92.4,84.1,83.2,35.1,14.8,2.36,1.24
唏,忐,上,Qe,78516,92.9,92.4,84.1,74.7,37.5,19.9,2.36,1.24
唏,忐,上,Qif,78516,92.9,92.4,84.1,81.6,55.6,35.2,2.36,1.24
唏,忐,上,Qic,78516,92.9,92.4,84.1,84.1,59.6,39.1,2.36,1.24
唏,忐,上,Qimit,78516,92.9,92.4,84.1,83.9,60.5,40.1,2.36,1.24
唏,忐,上,Qin,78516,92.9,92.4,84.1,83.7,60.2,39.8,2.36,1.24
唏,忐,中,全量,10276,59.3,58.6,27.5,87.4,56.0,30.8,1.77,1.18
唏,忐,中,Qd,10276,59.3,58.6,27.5,86.1,27.4,9.6,1.77,1.18
唏,忐,中,Qe,10276,59.3,58.6,27.5,76.3,33.7,10.5,1.77,1.18
唏,忐,中,Qif,10276,59.3,58.6,27.5,84.5,56.7,31.3,1.77,1.18
唏,忐,中,Qic,10276,59.3,58.6,27.5,82.6,55.9,31.5,1.77,1.18
唏,忐,中,Qimit,10276,59.3,58.6,27.5,89.4,61.1,35.2,1.77,1.18
唏,忐,中,Qin,10276,59.3,58.6,27.5,89.0,62.1,34.6,1.77,1.18
唏,忐,下,全量,2504,24.9,23.9,11.9,87.2,53.9,27.3,1.58,1.1
唏,忐,下,Qd,2504,24.9,23.9,11.9,87.1,25.2,6.1,1.58,1.1
唏,忐,下,Qe,2504,24.9,23.9,11.9,72.9,28.2,7.3,1.58,1.1
唏,忐,下,Qif,2504,24.9,23.9,11.9,83.5,51.2,26.8,1.58,1.1
唏,忐,下,Qic,2504,24.9,23.9,11.9,87.2,54.7,27.3,1.58,1.1
唏,忐,下,Qimit,2504,24.9,23.9,11.9,89.6,59.7,30.9,1.58,1.1
唏,忐,下,Qin,2504,24.9,23.9,11.9,87.4,64.2,36.3,1.58,1.1
唏,忐,忐,全量,861,80.6,77.0,76.7,82.1,55.1,34.3,2.03,1.21
唏,忐,忐,Qd,861,80.6,77.0,76.7,75.8,21.1,5.3,2.03,1.21
唏,忐,忐,Qe,861,80.6,77.0,76.7,55.1,17.9,2.6,2.03,1.21
唏,忐,忐,Qif,861,80.6,77.0,76.7,89.7,53.8,23.1,2.03,1.21
唏,忐,忐,Qic,861,80.6,77.0,76.7,89.4,60.6,36.4,2.03,1.21
唏,忐,忐,Qimit,861,80.6,77.0,76.7,85.9,63.7,43.5,2.03,1.21
唏,忐,忐,Qin,861,80.6,77.0,76.7,84.7,67.1,44.1,2.03,1.21
唏,忐,忑,全量,105,39.0,38.1,28.6,77.1,41.9,15.2,1.08,0.74
唏,忐,忑,Qd,105,39.0,38.1,28.6,84.6,50.0,3.8,1.08,0.74
唏,忐,忑,Qe,105,39.0,38.1,28.6,56.2,18.8,0.0,1.08,0.74
唏,忐,忑,Qif,105,39.0,38.1,28.6,85.7,28.6,14.3,1.08,0.74
唏,忐,忑,Qic,105,39.0,38.1,28.6,71.4,57.1,28.6,1.08,0.74
唏,忐,忑,Qimit,105,39.0,38.1,28.6,90.9,57.6,33.3,1.08,0.74
唏,忐,忑,Qin,105,39.0,38.1,28.6,56.2,18.8,6.2,1.08,0.74
唏,忠,上,全量,1948,67.8,59.7,57.0,80.4,45.7,24.9,1.41,0.87
唏,忠,上,Qd,1948,67.8,59.7,57.0,84.4,27.8,11.1,1.41,0.87
唏,忠,上,Qe,1948,67.8,59.7,57.0,58.6,19.9,6.3,1.41,0.87
唏,忠,上,Qif,1948,67.8,59.7,57.0,78.4,43.2,28.8,1.41,0.87
唏,忠,上,Qic,1948,67.8,59.7,57.0,83.1,51.5,35.4,1.41,0.87
唏,忠,上,Qimit,1948,67.8,59.7,57.0,89.1,57.4,31.5,1.41,0.87
唏,忠,上,Qin,1948,67.8,59.7,57.0,84.0,55.7,32.2,1.41,0.87
唏,忠,中,全量,919,40.7,36.1,25.6,81.6,49.2,26.4,1.45,0.97
唏,忠,中,Qd,919,40.7,36.1,25.6,86.4,28.8,18.6,1.45,0.97
唏,忠,中,Qe,919,40.7,36.1,25.6,46.5,9.3,3.1,1.45,0.97
唏,忠,中,Qif,919,40.7,36.1,25.6,84.0,58.0,32.0,1.45,0.97
唏,忠,中,Qic,919,40.7,36.1,25.6,88.9,50.8,31.7,1.45,0.97
唏,忠,中,Qimit,919,40.7,36.1,25.6,88.3,56.5,28.0,1.45,0.97
唏,忠,中,Qin,919,40.7,36.1,25.6,86.2,62.1,36.2,1.45,0.97
唏,忠,下,全量,1225,18.4,16.7,11.5,84.1,48.0,23.2,1.44,0.93
唏,忠,下,Qd,1225,18.4,16.7,11.5,88.3,21.7,3.3,1.44,0.93
唏,忠,下,Qe,1225,18.4,16.7,11.5,61.7,18.1,4.8,1.44,0.93
唏,忠,下,Qif,1225,18.4,16.7,11.5,81.7,40.0,13.3,1.44,0.93
唏,忠,下,Qic,1225,18.4,16.7,11.5,95.0,62.4,37.6,1.44,0.93
唏,忠,下,Qimit,1225,18.4,16.7,11.5,88.4,56.4,26.2,1.44,0.93
唏,忠,下,Qin,1225,18.4,16.7,11.5,86.3,62.2,36.9,1.44,0.93
唏,忠,忐,全量,370,70.5,63.8,63.5,80.0,45.7,27.3,1.81,0.87
唏,忠,忐,Qd,370,70.5,63.8,63.5,85.4,16.7,4.2,1.81,0.87
唏,忠,忐,Qe,370,70.5,63.8,63.5,40.0,14.5,0.0,1.81,0.87
唏,忠,忐,Qif,370,70.5,63.8,63.5,81.0,38.1,23.8,1.81,0.87
唏,忠,忐,Qic,370,70.5,63.8,63.5,86.7,56.7,13.3,1.81,0.87
唏,忠,忐,Qimit,370,70.5,63.8,63.5,93.8,63.1,43.1,1.81,0.87
唏,忠,忐,Qin,370,70.5,63.8,63.5,79.1,53.5,39.5,1.81,0.87
唏,忠,忑,全量,150,26.7,26.0,24.0,76.7,42.0,27.3,1.3,0.78
唏,忠,忑,Qd,150,26.7,26.0,24.0,92.3,61.5,30.8,1.3,0.78
唏,忠,忑,Qe,150,26.7,26.0,24.0,59.6,11.5,5.8,1.3,0.78
唏,忠,忑,Qif,150,26.7,26.0,24.0,85.7,28.6,14.3,1.3,0.78
唏,忠,忑,Qic,150,26.7,26.0,24.0,88.9,77.8,44.4,1.3,0.78
