DXEF,DXCD,DXAB,市板,样本,→ZE>0,→ZE>0+ZC>0,→ZE>0+ZC>0+ZA>0,下日DSHR>0,下日DSHR>1,下日DSHR>2,均HR,中位HR
银,上,忑,Qimit,52636,98.4,68.4,28.2,88.0,61.9,37.8,1.82,1.26
银,上,忑,Qin,52636,98.4,68.4,28.2,87.9,62.9,38.7,1.82,1.26
银,中,上,全量,620,95.3,35.3,35.3,82.1,46.0,25.3,1.44,0.87
银,中,上,Qd,620,95.3,35.3,35.3,85.2,22.2,5.6,1.44,0.87
银,中,上,Qe,620,95.3,35.3,35.3,64.2,17.9,3.0,1.44,0.87
银,中,上,Qif,620,95.3,35.3,35.3,80.4,34.8,26.1,1.44,0.87
银,中,上,Qic,620,95.3,35.3,35.3,81.0,57.1,38.1,1.44,0.87
银,中,上,Qimit,620,95.3,35.3,35.3,82.8,51.2,29.7,1.44,0.87
银,中,上,Qin,620,95.3,35.3,35.3,88.4,58.1,31.0,1.44,0.87
银,中,中,全量,360,94.7,28.6,26.9,81.4,48.6,24.7,1.36,0.96
银,中,中,Qd,360,94.7,28.6,26.9,76.4,34.5,10.9,1.36,0.96
银,中,中,Qe,360,94.7,28.6,26.9,60.0,28.6,11.4,1.36,0.96
银,中,中,Qif,360,94.7,28.6,26.9,80.0,53.3,13.3,1.36,0.96
银,中,中,Qic,360,94.7,28.6,26.9,92.9,53.6,25.0,1.36,0.96
银,中,中,Qimit,360,94.7,28.6,26.9,83.0,52.5,31.2,1.36,0.96
银,中,中,Qin,360,94.7,28.6,26.9,87.2,57.0,30.2,1.36,0.96
银,中,下,全量,15033,85.8,20.2,7.8,86.7,59.2,33.5,1.83,1.29
银,中,下,Qd,15033,85.8,20.2,7.8,85.1,26.5,6.8,1.83,1.29
银,中,下,Qe,15033,85.8,20.2,7.8,71.3,21.3,6.1,1.83,1.29
银,中,下,Qif,15033,85.8,20.2,7.8,85.2,55.0,27.6,1.83,1.29
银,中,下,Qic,15033,85.8,20.2,7.8,88.8,63.6,33.9,1.83,1.29
银,中,下,Qimit,15033,85.8,20.2,7.8,88.4,65.7,39.3,1.83,1.29
银,中,下,Qin,15033,85.8,20.2,7.8,87.7,65.8,38.5,1.83,1.29
银,中,忐,全量,3767,98.2,47.4,47.4,85.2,52.9,30.9,1.72,1.08
银,中,忐,Qd,3767,98.2,47.4,47.4,85.9,31.5,10.7,1.72,1.08
银,中,忐,Qe,3767,98.2,47.4,47.4,78.5,24.4,4.7,1.72,1.08
银,中,忐,Qif,3767,98.2,47.4,47.4,81.9,49.5,27.1,1.72,1.08
银,中,忐,Qic,3767,98.2,47.4,47.4,83.7,52.3,30.6,1.72,1.08
银,中,忐,Qimit,3767,98.2,47.4,47.4,85.4,57.9,36.3,1.72,1.08
银,中,忐,Qin,3767,98.2,47.4,47.4,87.1,59.3,35.4,1.72,1.08
银,中,忠,全量,13448,98.0,33.3,33.3,83.5,52.0,29.7,1.68,1.06
银,中,忠,Qd,13448,98.0,33.3,33.3,86.4,29.9,7.8,1.68,1.06
银,中,忠,Qe,13448,98.0,33.3,33.3,76.8,30.3,11.1,1.68,1.06
银,中,忠,Qif,13448,98.0,33.3,33.3,78.6,49.1,27.5,1.68,1.06
银,中,忠,Qic,13448,98.0,33.3,33.3,81.3,49.6,27.1,1.68,1.06
银,中,忠,Qimit,13448,98.0,33.3,33.3,84.1,56.9,34.6,1.68,1.06
银,中,忠,Qin,13448,98.0,33.3,33.3,84.9,58.2,34.8,1.68,1.06
银,中,忑,全量,133564,94.3,16.0,10.8,87.5,57.9,32.3,1.74,1.25
银,中,忑,Qd,133564,94.3,16.0,10.8,84.9,32.8,10.3,1.74,1.25
银,中,忑,Qe,133564,94.3,16.0,10.8,81.8,36.1,13.7,1.74,1.25
银,中,忑,Qif,133564,94.3,16.0,10.8,85.1,54.0,28.7,1.74,1.25
银,中,忑,Qic,133564,94.3,16.0,10.8,87.6,60.0,32.8,1.74,1.25
银,中,忑,Qimit,133564,94.3,16.0,10.8,88.4,62.8,36.7,1.74,1.25
银,中,忑,Qin,133564,94.3,16.0,10.8,88.4,62.9,36.9,1.74,1.25
银,下,上,全量,192,93.2,28.6,28.6,86.5,52.6,29.2,1.61,1.07
银,下,上,Qd,192,93.2,28.6,28.6,100.0,14.3,7.1,1.61,1.07
银,下,上,Qe,192,93.2,28.6,28.6,77.3,45.5,22.7,1.61,1.07
银,下,上,Qif,192,93.2,28.6,28.6,100.0,66.7,50.0,1.61,1.07
银,下,上,Qic,192,93.2,28.6,28.6,75.0,62.5,37.5,1.61,1.07
银,下,上,Qimit,192,93.2,28.6,28.6,88.4,60.5,32.6,1.61,1.07
银,下,上,Qin,192,93.2,28.6,28.6,83.9,50.0,28.6,1.61,1.07
银,下,下,全量,2778,42.3,10.9,7.8,83.1,53.9,30.6,1.65,1.13
银,下,下,Qd,2778,42.3,10.9,7.8,83.9,32.3,13.0,1.65,1.13
银,下,下,Qe,2778,42.3,10.9,7.8,61.9,16.1,6.3,1.65,1.13
银,下,下,Qif,2778,42.3,10.9,7.8,83.2,49.6,19.5,1.65,1.13
银,下,下,Qic,2778,42.3,10.9,7.8,85.9,60.7,38.8,1.65,1.13
银,下,下,Qimit,2778,42.3,10.9,7.8,86.3,62.8,35.9,1.65,1.13
银,下,下,Qin,2778,42.3,10.9,7.8,87.9,64.8,39.9,1.65,1.13
银,下,忐,全量,973,92.8,30.4,30.4,85.2,53.2,31.8,1.77,1.09
银,下,忐,Qd,973,92.8,30.4,30.4,83.3,24.2,4.5,1.77,1.09
银,下,忐,Qe,973,92.8,30.4,30.4,84.8,32.6,13.0,1.77,1.09
银,下,忐,Qif,973,92.8,30.4,30.4,81.8,49.1,30.9,1.77,1.09
银,下,忐,Qic,973,92.8,30.4,30.4,93.2,67.6,39.2,1.77,1.09
银,下,忐,Qimit,973,92.8,30.4,30.4,82.7,54.1,34.8,1.77,1.09
银,下,忐,Qin,973,92.8,30.4,30.4,88.5,59.3,34.4,1.77,1.09
银,下,忠,全量,5478,80.6,9.7,9.7,83.3,49.2,27.8,1.55,0.97
银,下,忠,Qd,5478,80.6,9.7,9.7,83.9,25.3,4.1,1.55,0.97
银,下,忠,Qe,5478,80.6,9.7,9.7,74.8,29.4,5.9,1.55,0.97
银,下,忠,Qif,5478,80.6,9.7,9.7,78.7,42.3,26.1,1.55,0.97
银,下,忠,Qic,5478,80.6,9.7,9.7,82.3,49.9,28.8,1.55,0.97
银,下,忠,Qimit,5478,80.6,9.7,9.7,84.0,54.6,33.1,1.55,0.97
银,下,忠,Qin,5478,80.6,9.7,9.7,84.7,55.1,32.9,1.55,0.97
银,下,忑,全量,98639,43.7,2.1,2.0,87.8,58.5,32.6,1.75,1.27
银,下,忑,Qd,98639,43.7,2.1,2.0,85.9,34.9,12.8,1.75,1.27
银,下,忑,Qe,98639,43.7,2.1,2.0,78.6,34.5,12.8,1.75,1.27
银,下,忑,Qif,98639,43.7,2.1,2.0,85.0,53.4,27.2,1.75,1.27
银,下,忑,Qic,98639,43.7,2.1,2.0,87.3,58.9,32.4,1.75,1.27
银,下,忑,Qimit,98639,43.7,2.1,2.0,89.1,63.5,36.6,1.75,1.27
银,下,忑,Qin,98639,43.7,2.1,2.0,88.6,63.9,37.8,1.75,1.27
银,忐,上,全量,31181,96.3,95.4,86.0,82.3,57.1,38.8,2.71,1.33
银,忐,上,Qd,31181,96.3,95.4,86.0,81.2,37.9,21.7,2.71,1.33
银,忐,上,Qe,31181,96.3,95.4,86.0,70.6,39.6,26.5,2.71,1.33
银,忐,上,Qif,31181,96.3,95.4,86.0,82.4,57.5,37.9,2.71,1.33
银,忐,上,Qic,31181,96.3,95.4,86.0,84.2,63.5,43.9,2.71,1.33
银,忐,上,Qimit,31181,96.3,95.4,86.0,83.9,62.5,43.5,2.71,1.33
银,忐,上,Qin,31181,96.3,95.4,86.0,84.5,62.2,42.3,2.71,1.33
银,忐,中,全量,3526,75.3,72.7,28.4,84.7,54.1,30.5,1.76,1.14
银,忐,中,Qd,3526,75.3,72.7,28.4,85.2,26.9,8.1,1.76,1.14
银,忐,中,Qe,3526,75.3,72.7,28.4,65.5,24.7,14.9,1.76,1.14
银,忐,中,Qif,3526,75.3,72.7,28.4,84.2,50.0,25.9,1.76,1.14
银,忐,中,Qic,3526,75.3,72.7,28.4,86.1,59.1,31.0,1.76,1.14
银,忐,中,Qimit,3526,75.3,72.7,28.4,87.9,62.1,36.7,1.76,1.14
银,忐,中,Qin,3526,75.3,72.7,28.4,85.5,61.2,35.2,1.76,1.14
银,忐,下,全量,808,45.5,40.7,15.0,87.3,55.0,30.0,1.68,1.13
银,忐,下,Qd,808,45.5,40.7,15.0,82.3,17.7,1.3,1.68,1.13
银,忐,下,Qe,808,45.5,40.7,15.0,66.3,19.1,5.6,1.68,1.13
银,忐,下,Qif,808,45.5,40.7,15.0,95.5,43.2,20.5,1.68,1.13
银,忐,下,Qic,808,45.5,40.7,15.0,91.3,62.3,33.3,1.68,1.13
银,忐,下,Qimit,808,45.5,40.7,15.0,92.6,69.9,40.0,1.68,1.13
银,忐,下,Qin,808,45.5,40.7,15.0,85.2,59.3,35.8,1.68,1.13
银,忐,忐,全量,312,85.6,80.8,80.4,79.8,54.2,36.2,2.16,1.23
银,忐,忐,Qd,312,85.6,80.8,80.4,90.7,14.0,2.3,2.16,1.23
银,忐,忐,Qe,312,85.6,80.8,80.4,42.9,11.4,11.4,2.16,1.23
银,忐,忐,Qif,312,85.6,80.8,80.4,78.6,50.0,21.4,2.16,1.23
银,忐,忐,Qic,312,85.6,80.8,80.4,85.0,70.0,40.0,2.16,1.23
银,忐,忐,Qimit,312,85.6,80.8,80.4,86.4,69.7,47.7,2.16,1.23
银,忐,忐,Qin,312,85.6,80.8,80.4,77.9,67.6,50.0,2.16,1.23
银,忠,上,全量,536,77.8,61.9,60.1,83.4,47.8,27.8,1.53,0.94
银,忠,上,Qd,536,77.8,61.9,60.1,78.9,22.8,10.5,1.53,0.94
银,忠,上,Qe,536,77.8,61.9,60.1,67.6,17.6,4.1,1.53,0.94
银,忠,上,Qif,536,77.8,61.9,60.1,80.0,45.0,30.0,1.53,0.94
银,忠,上,Qic,536,77.8,61.9,60.1,86.5,48.6,18.9,1.53,0.94
银,忠,上,Qimit,536,77.8,61.9,60.1,88.3,62.4,38.5,1.53,0.94
银,忠,上,Qin,536,77.8,61.9,60.1,87.0,53.7,34.1,1.53,0.94
银,忠,中,全量,351,53.6,41.0,25.4,77.2,44.7,24.5,1.4,0.82
银,忠,中,Qd,351,53.6,41.0,25.4,84.3,27.5,5.9,1.4,0.82
银,忠,中,Qe,351,53.6,41.0,25.4,42.9,7.9,4.8,1.4,0.82
银,忠,中,Qif,351,53.6,41.0,25.4,76.9,46.2,30.8,1.4,0.82
银,忠,中,Qic,351,53.6,41.0,25.4,80.0,52.0,24.0,1.4,0.82
银,忠,中,Qimit,351,53.6,41.0,25.4,85.7,58.0,33.6,1.4,0.82
银,忠,中,Qin,351,53.6,41.0,25.4,86.2,62.5,37.5,1.4,0.82
银,忠,下,全量,375,37.1,28.8,14.1,82.4,48.5,28.5,1.54,0.96
银,忠,下,Qd,375,37.1,28.8,14.1,80.5,26.8,12.2,1.54,0.96
银,忠,下,Qe,375,37.1,28.8,14.1,60.2,15.9,3.4,1.54,0.96
银,忠,下,Qif,375,37.1,28.8,14.1,72.7,45.5,27.3,1.54,0.96
银,忠,下,Qic,375,37.1,28.8,14.1,87.5,75.0,58.3,1.54,0.96
银,忠,下,Qimit,375,37.1,28.8,14.1,92.2,62.8,38.8,1.54,0.96
银,忠,下,Qin,375,37.1,28.8,14.1,91.5,64.6,39.0,1.54,0.96
银,忑,上,全量,348,85.1,40.5,40.5,89.9,52.9,29.0,1.62,1.1
银,忑,上,Qd,348,85.1,40.5,40.5,89.0,37.0,8.2,1.62,1.1
银,忑,上,Qe,348,85.1,40.5,40.5,81.8,42.4,27.3,1.62,1.1
银,忑,上,Qif,348,85.1,40.5,40.5,90.0,43.3,30.0,1.62,1.1
银,忑,上,Qic,348,85.1,40.5,40.5,91.7,62.5,37.5,1.62,1.1
银,忑,上,Qimit,348,85.1,40.5,40.5,93.3,68.3,37.5,1.62,1.1
银,忑,上,Qin,348,85.1,40.5,40.5,89.3,52.4,34.5,1.62,1.1
银,忑,中,全量,195,69.7,30.3,27.2,83.6,57.4,25.6,1.54,1.2
银,忑,中,Qd,195,69.7,30.3,27.2,80.8,53.8,11.5,1.54,1.2
银,忑,中,Qe,195,69.7,30.3,27.2,66.7,37.0,14.8,1.54,1.2
银,忑,中,Qif,195,69.7,30.3,27.2,88.9,33.3,11.1,1.54,1.2
银,忑,中,Qic,195,69.7,30.3,27.2,84.2,57.9,21.1,1.54,1.2
银,忑,中,Qimit,195,69.7,30.3,27.2,88.9,65.4,32.1,1.54,1.2
银,忑,中,Qin,195,69.7,30.3,27.2,84.8,63.6,36.4,1.54,1.2
银,忑,下,全量,1664,28.8,13.8,10.2,83.1,48.3,24.9,1.47,0.92
银,忑,下,Qd,1664,28.8,13.8,10.2,88.2,27.3,8.6,1.47,0.92
银,忑,下,Qe,1664,28.8,13.8,10.2,62.2,13.8,6.9,1.47,0.92
银,忑,下,Qif,1664,28.8,13.8,10.2,87.3,50.7,18.3,1.47,0.92
银,忑,下,Qic,1664,28.8,13.8,10.2,87.6,59.5,33.1,1.47,0.92
银,忑,下,Qimit,1664,28.8,13.8,10.2,88.5,61.8,32.5,1.47,0.92
银,忑,下,Qin,1664,28.8,13.8,10.2,83.8,62.6,36.8,1.47,0.92
银,忑,忐,全量,429,81.6,39.6,39.6,85.5,52.4,26.1,1.58,1.05
银,忑,忐,Qd,429,81.6,39.6,39.6,85.4,20.7,3.7,1.58,1.05
银,忑,忐,Qe,429,81.6,39.6,39.6,70.8,29.2,8.3,1.58,1.05
银,忑,忐,Qif,429,81.6,39.6,39.6,86.7,50.0,20.0,1.58,1.05
银,忑,忐,Qic,429,81.6,39.6,39.6,90.5,66.7,42.9,1.58,1.05
银,忑,忐,Qimit,429,81.6,39.6,39.6,85.6,61.6,36.3,1.58,1.05
银,忑,忐,Qin,429,81.6,39.6,39.6,86.7,64.8,28.6,1.58,1.05
银,忑,忠,全量,416,56.7,18.5,18.5,85.8,45.7,27.9,1.59,0.9
银,忑,忠,Qd,416,56.7,18.5,18.5,88.4,18.8,5.8,1.59,0.9
银,忑,忠,Qe,416,56.7,18.5,18.5,57.7,3.8,0.0,1.59,0.9
银,忑,忠,Qif,416,56.7,18.5,18.5,86.2,72.4,51.7,1.59,0.9
银,忑,忠,Qic,416,56.7,18.5,18.5,86.2,69.0,37.9,1.59,0.9
银,忑,忠,Qimit,416,56.7,18.5,18.5,87.8,51.2,32.3,1.59,0.9
银,忑,忠,Qin,416,56.7,18.5,18.5,87.9,51.5,33.3,1.59,0.9
银,忑,忑,全量,5110,11.9,3.9,3.7,87.5,52.8,28.3,1.6,1.09
银,忑,忑,Qd,5110,11.9,3.9,3.7,90.6,32.6,6.5,1.6,1.09
银,忑,忑,Qe,5110,11.9,3.9,3.7,71.5,21.1,8.4,1.6,1.09
银,忑,忑,Qif,5110,11.9,3.9,3.7,83.7,50.6,26.1,1.6,1.09
银,忑,忑,Qic,5110,11.9,3.9,3.7,88.7,55.3,29.9,1.6,1.09
银,忑,忑,Qimit,5110,11.9,3.9,3.7,88.7,60.4,33.6,1.6,1.09
银,忑,忑,Qin,5110,11.9,3.9,3.7,90.3,62.9,38.8,1.6,1.09
嘘,上,上,全量,13720,92.7,89.9,83.9,84.4,54.5,34.0,2.0,1.17
嘘,上,上,Qd,13720,92.7,89.9,83.9,86.1,26.7,10.7,2.0,1.17
嘘,上,上,Qe,13720,92.7,89.9,83.9,66.8,23.7,9.5,2.0,1.17
嘘,上,上,Qif,13720,92.7,89.9,83.9,87.9,58.5,35.3,2.0,1.17
嘘,上,上,Qic,13720,92.7,89.9,83.9,86.3,60.8,38.3,2.0,1.17
嘘,上,上,Qimit,13720,92.7,89.9,83.9,85.9,61.5,40.0,2.0,1.17
嘘,上,上,Qin,13720,92.7,89.9,83.9,86.9,62.1,40.6,2.0,1.17
嘘,上,中,全量,1133,54.1,50.9,29.8,82.9,50.1,28.3,1.55,1.0
嘘,上,中,Qd,1133,54.1,50.9,29.8,79.3,25.6,4.9,1.55,1.0
嘘,上,中,Qe,1133,54.1,50.9,29.8,61.5,17.2,4.9,1.55,1.0
嘘,上,中,Qif,1133,54.1,50.9,29.8,84.5,51.2,34.5,1.55,1.0
嘘,上,中,Qic,1133,54.1,50.9,29.8,86.7,57.5,35.4,1.55,1.0
嘘,上,中,Qimit,1133,54.1,50.9,29.8,86.7,56.4,31.9,1.55,1.0
嘘,上,中,Qin,1133,54.1,50.9,29.8,84.6,58.8,35.7,1.55,1.0
嘘,上,下,全量,1225,29.1,27.2,17.6,83.2,54.5,28.9,1.58,1.14
嘘,上,下,Qd,1225,29.1,27.2,17.6,78.3,23.9,6.5,1.58,1.14
嘘,上,下,Qe,1225,29.1,27.2,17.6,60.0,26.3,3.2,1.58,1.14
嘘,上,下,Qif,1225,29.1,27.2,17.6,86.7,57.5,36.3,1.58,1.14
嘘,上,下,Qic,1225,29.1,27.2,17.6,84.7,55.9,32.2,1.58,1.14
嘘,上,下,Qimit,1225,29.1,27.2,17.6,87.3,60.6,33.9,1.58,1.14
嘘,上,下,Qin,1225,29.1,27.2,17.6,82.6,61.0,31.1,1.58,1.14
嘘,上,忐,全量,3702,83.4,74.7,74.1,81.6,50.7,30.1,1.71,1.02
嘘,上,忐,Qd,3702,83.4,74.7,74.1,76.4,28.7,9.8,1.71,1.02
嘘,上,忐,Qe,3702,83.4,74.7,74.1,58.5,18.9,4.9,1.71,1.02
嘘,上,忐,Qif,3702,83.4,74.7,74.1,79.8,49.2,32.8,1.71,1.02
嘘,上,忐,Qic,3702,83.4,74.7,74.1,87.3,60.3,37.1,1.71,1.02
嘘,上,忐,Qimit,3702,83.4,74.7,74.1,86.1,60.9,38.4,1.71,1.02
嘘,上,忐,Qin,3702,83.4,74.7,74.1,86.1,58.7,36.9,1.71,1.02
嘘,上,忠,全量,500,49.2,46.4,45.0,82.2,43.0,23.4,1.34,0.85
嘘,上,忠,Qd,500,49.2,46.4,45.0,75.7,23.6,7.1,1.34,0.85
嘘,上,忠,Qe,500,49.2,46.4,45.0,75.0,19.6,1.8,1.34,0.85
嘘,上,忠,Qif,500,49.2,46.4,45.0,86.7,63.3,40.0,1.34,0.85
嘘,上,忠,Qic,500,49.2,46.4,45.0,77.5,55.0,35.0,1.34,0.85
嘘,上,忠,Qimit,500,49.2,46.4,45.0,88.3,53.4,32.5,1.34,0.85
嘘,上,忠,Qin,500,49.2,46.4,45.0,87.3,60.6,38.0,1.34,0.85
嘘,上,忑,全量,628,34.2,32.2,27.1,82.6,51.4,29.5,1.65,1.05
嘘,上,忑,Qd,628,34.2,32.2,27.1,75.8,30.3,9.1,1.65,1.05
嘘,上,忑,Qe,628,34.2,32.2,27.1,54.3,11.4,0.0,1.65,1.05
嘘,上,忑,Qif,628,34.2,32.2,27.1,91.7,60.4,41.7,1.65,1.05
嘘,上,忑,Qic,628,34.2,32.2,27.1,89.7,55.9,35.3,1.65,1.05
嘘,上,忑,Qimit,628,34.2,32.2,27.1,82.5,56.3,32.2,1.65,1.05
嘘,上,忑,Qin,628,34.2,32.2,27.1,87.2,56.8,34.4,1.65,1.05
嘘,中,下,全量,383,32.9,16.2,11.0,71.5,40.2,20.4,1.19,0.68
嘘,中,下,Qd,383,32.9,16.2,11.0,86.4,43.2,9.1,1.19,0.68
嘘,中,下,Qe,383,32.9,16.2,11.0,41.4,4.6,0.0,1.19,0.68
嘘,中,下,Qif,383,32.9,16.2,11.0,86.2,55.2,27.6,1.19,0.68
嘘,中,下,Qic,383,32.9,16.2,11.0,73.5,41.2,17.6,1.19,0.68
嘘,中,下,Qimit,383,32.9,16.2,11.0,79.7,52.4,32.2,1.19,0.68
嘘,中,下,Qin,383,32.9,16.2,11.0,78.3,56.5,30.4,1.19,0.68
嘘,中,忐,全量,819,83.5,49.3,49.3,82.9,53.4,32.1,1.81,1.12
嘘,中,忐,Qd,819,83.5,49.3,49.3,78.2,28.2,14.1,1.81,1.12
嘘,中,忐,Qe,819,83.5,49.3,49.3,42.0,10.1,4.3,1.81,1.12
嘘,中,忐,Qif,819,83.5,49.3,49.3,75.9,48.1,25.9,1.81,1.12
嘘,中,忐,Qic,819,83.5,49.3,49.3,78.6,47.1,21.4,1.81,1.12
嘘,中,忐,Qimit,819,83.5,49.3,49.3,90.6,65.1,42.3,1.81,1.12
嘘,中,忐,Qin,819,83.5,49.3,49.3,88.5,60.3,34.6,1.81,1.12
嘘,中,忠,全量,650,55.5,35.7,35.7,79.7,47.4,26.6,1.53,0.9
嘘,中,忠,Qd,650,55.5,35.7,35.7,87.1,32.3,6.5,1.53,0.9
嘘,中,忠,Qe,650,55.5,35.7,35.7,50.7,15.5,8.5,1.53,0.9
嘘,中,忠,Qif,650,55.5,35.7,35.7,75.6,48.9,28.9,1.53,0.9
嘘,中,忠,Qic,650,55.5,35.7,35.7,84.4,53.1,34.4,1.53,0.9
嘘,中,忠,Qimit,650,55.5,35.7,35.7,81.9,58.2,33.3,1.53,0.9
嘘,中,忠,Qin,650,55.5,35.7,35.7,85.2,51.6,33.6,1.53,0.9
嘘,中,忑,全量,1339,36.2,21.8,19.8,77.4,46.4,23.5,1.39,0.89
嘘,中,忑,Qd,1339,36.2,21.8,19.8,90.3,47.9,13.4,1.39,0.89
嘘,中,忑,Qe,1339,36.2,21.8,19.8,56.9,16.8,6.1,1.39,0.89
嘘,中,忑,Qif,1339,36.2,21.8,19.8,71.1,47.4,27.6,1.39,0.89
嘘,中,忑,Qic,1339,36.2,21.8,19.8,50.7,33.6,17.9,1.39,0.89
嘘,中,忑,Qimit,1339,36.2,21.8,19.8,83.8,54.8,34.4,1.39,0.89
嘘,中,忑,Qin,1339,36.2,21.8,19.8,86.8,60.8,28.3,1.39,0.89
嘘,下,上,全量,116,77.6,31.0,31.0,82.8,53.4,32.8,1.63,1.05
嘘,下,上,Qd,116,77.6,31.0,31.0,75.0,25.0,0.0,1.63,1.05
嘘,下,上,Qe,116,77.6,31.0,31.0,53.3,20.0,0.0,1.63,1.05
嘘,下,上,Qif,116,77.6,31.0,31.0,100.0,80.0,0.0,1.63,1.05
嘘,下,上,Qic,116,77.6,31.0,31.0,77.8,77.8,66.7,1.63,1.05
嘘,下,上,Qimit,116,77.6,31.0,31.0,91.8,63.9,42.6,1.63,1.05
嘘,下,上,Qin,116,77.6,31.0,31.0,77.3,36.4,27.3,1.63,1.05
嘘,下,下,全量,909,23.1,11.4,7.9,81.0,53.4,31.9,1.75,1.15
嘘,下,下,Qd,909,23.1,11.4,7.9,88.7,25.8,9.7,1.75,1.15
嘘,下,下,Qe,909,23.1,11.4,7.9,60.7,15.9,5.5,1.75,1.15
嘘,下,下,Qif,909,23.1,11.4,7.9,82.9,60.0,35.7,1.75,1.15
嘘,下,下,Qic,909,23.1,11.4,7.9,85.4,63.4,28.0,1.75,1.15
嘘,下,下,Qimit,909,23.1,11.4,7.9,84.5,62.7,40.6,1.75,1.15
嘘,下,下,Qin,909,23.1,11.4,7.9,84.7,66.7,43.2,1.75,1.15
嘘,下,忐,全量,2569,79.3,27.3,27.3,83.8,53.8,33.9,1.94,1.14
嘘,下,忐,Qd,2569,79.3,27.3,27.3,76.6,25.7,6.1,1.94,1.14
嘘,下,忐,Qe,2569,79.3,27.3,27.3,69.8,22.3,5.4,1.94,1.14
嘘,下,忐,Qif,2569,79.3,27.3,27.3,79.0,58.0,34.5,1.94,1.14
嘘,下,忐,Qic,2569,79.3,27.3,27.3,87.7,54.5,34.0,1.94,1.14
嘘,下,忐,Qimit,2569,79.3,27.3,27.3,85.5,59.6,39.6,1.94,1.14
嘘,下,忐,Qin,2569,79.3,27.3,27.3,86.8,61.8,42.1,1.94,1.14
嘘,下,忠,全量,12286,41.0,7.6,7.6,84.3,53.7,32.9,1.89,1.13
嘘,下,忠,Qd,12286,41.0,7.6,7.6,82.6,32.3,11.2,1.89,1.13
嘘,下,忠,Qe,12286,41.0,7.6,7.6,76.7,28.4,12.7,1.89,1.13
嘘,下,忠,Qif,12286,41.0,7.6,7.6,79.4,46.5,26.6,1.89,1.13
嘘,下,忠,Qic,12286,41.0,7.6,7.6,85.3,56.8,35.7,1.89,1.13
嘘,下,忠,Qimit,12286,41.0,7.6,7.6,86.0,59.5,37.6,1.89,1.13
嘘,下,忠,Qin,12286,41.0,7.6,7.6,85.1,59.7,39.4,1.89,1.13
嘘,下,忑,全量,84198,6.2,1.5,1.5,84.2,59.2,36.5,1.97,1.35
嘘,下,忑,Qd,84198,6.2,1.5,1.5,80.2,43.4,19.4,1.97,1.35
嘘,下,忑,Qe,84198,6.2,1.5,1.5,78.2,40.3,19.5,1.97,1.35
嘘,下,忑,Qif,84198,6.2,1.5,1.5,83.3,56.4,32.7,1.97,1.35
嘘,下,忑,Qic,84198,6.2,1.5,1.5,84.8,62.8,39.5,1.97,1.35
嘘,下,忑,Qimit,84198,6.2,1.5,1.5,85.5,62.5,39.8,1.97,1.35
嘘,下,忑,Qin,84198,6.2,1.5,1.5,84.7,63.7,41.6,1.97,1.35
嘘,忐,上,全量,140418,77.5,77.1,74.2,85.9,56.3,34.4,1.97,1.23
嘘,忐,上,Qd,140418,77.5,77.1,74.2,86.6,32.7,10.2,1.97,1.23
嘘,忐,上,Qe,140418,77.5,77.1,74.2,77.8,32.7,11.7,1.97,1.23
嘘,忐,上,Qif,140418,77.5,77.1,74.2,85.3,57.2,34.0,1.97,1.23
嘘,忐,上,Qic,140418,77.5,77.1,74.2,86.3,60.7,37.8,1.97,1.23
嘘,忐,上,Qimit,140418,77.5,77.1,74.2,86.3,60.6,39.1,1.97,1.23
嘘,忐,上,Qin,140418,77.5,77.1,74.2,86.8,61.6,39.8,1.97,1.23
嘘,忐,中,全量,10521,31.2,31.1,21.6,87.9,58.5,34.0,1.85,1.29
嘘,忐,中,Qd,10521,31.2,31.1,21.6,89.1,39.5,12.7,1.85,1.29
嘘,忐,中,Qe,10521,31.2,31.1,21.6,78.3,32.3,10.8,1.85,1.29
嘘,忐,中,Qif,10521,31.2,31.1,21.6,86.7,60.1,35.9,1.85,1.29
嘘,忐,中,Qic,10521,31.2,31.1,21.6,87.3,62.7,37.7,1.85,1.29
嘘,忐,中,Qimit,10521,31.2,31.1,21.6,88.5,62.2,38.0,1.85,1.29
嘘,忐,中,Qin,10521,31.2,31.1,21.6,89.0,62.4,37.6,1.85,1.29
嘘,忐,下,全量,2138,17.4,17.3,12.7,88.2,58.8,32.9,1.81,1.31
嘘,忐,下,Qd,2138,17.4,17.3,12.7,86.9,31.4,13.1,1.81,1.31
嘘,忐,下,Qe,2138,17.4,17.3,12.7,78.7,31.5,14.6,1.81,1.31
嘘,忐,下,Qif,2138,17.4,17.3,12.7,91.3,62.8,33.1,1.81,1.31
嘘,忐,下,Qic,2138,17.4,17.3,12.7,88.1,56.6,31.0,1.81,1.31
嘘,忐,下,Qimit,2138,17.4,17.3,12.7,88.1,63.5,36.4,1.81,1.31
嘘,忐,下,Qin,2138,17.4,17.3,12.7,89.5,62.3,36.0,1.81,1.31
嘘,忐,忐,全量,3840,77.0,73.9,73.8,85.2,57.6,34.2,2.0,1.25
嘘,忐,忐,Qd,3840,77.0,73.9,73.8,88.3,41.5,10.7,2.0,1.25
嘘,忐,忐,Qe,3840,77.0,73.9,73.8,64.3,20.4,6.3,2.0,1.25
嘘,忐,忐,Qif,3840,77.0,73.9,73.8,86.5,56.0,32.7,2.0,1.25
